"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia";"coordenada_x_utm";"coordenada_y_utm"
"16178";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";445222,86;4478000,27
"16179";"VILLAVERDE";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";439710,96;4466719,76
"16180";"VILLAVERDE";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 60 a 64 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";439710,96;4466719,76
"16181";"CHAMBERÍ";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";441393,59;4476073,37
"16182";"CHAMBERÍ";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Mañana";441393,59;4476073,37
"16189";"MONCLOA-ARAVACA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";437620,03;4475578,17
"16190";"MONCLOA-ARAVACA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";437620,03;4475578,17
"16192";"MONCLOA-ARAVACA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";437620,03;4475578,17
"16194";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche";447742,82;4479473,56
"16195";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";447742,82;4479473,56
"16196";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";447742,82;4479473,56
"16204";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";441533,2;4474037,45
"16205";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";441533,2;4474037,45
"16206";"RETIRO";"Alcance";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Tarde";441533,2;4474037,45
"16207";"LATINA";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";434786,82;4470335,97
"16208";"LATINA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Noche";434786,82;4470335,97
"16209";"MORATALAZ";"Caída";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Noche";444303,99;4473358,5
"16210";"HORTALEZA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";446176,21;4479136,25
"16211";"HORTALEZA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";446176,21;4479136,25
"16213";"HORTALEZA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444430,09;4480509,64
"16214";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";441712,8;4481670,23
"16215";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche";441712,8;4481670,23
"16216";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";441712,8;4481670,23
"16217";"LATINA";"Solo salida de la vía";"Despejado";"Ciclomotor";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";437414,7;4473666,39
"16218";"LATINA";"Solo salida de la vía";"Despejado";"Ciclomotor";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";437414,7;4473666,39
"16219";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";447966,94;4470611,36
"16220";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";447966,94;4470611,36
"16221";"CENTRO";"Choque contra obstáculo fijo";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";439435,37;4474058,46
"16229";"CENTRO";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"July";"Tarde";440390,65;4473249,3
"16230";"CENTRO";"Caída";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440390,65;4473249,3
"16231";"CIUDAD LINEAL";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";446509,8;4475000,64
"16232";"TETUÁN";"Colisión frontal";"Despejado";"Autobús";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440210,04;4478686,7
"16233";"TETUÁN";"Colisión frontal";"Despejado";"Autobús";"Pasajero";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche";440210,04;4478686,7
"16234";"TETUÁN";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440210,04;4478686,7
"16235";"TETUÁN";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche";440210,04;4478686,7
"16236";"TETUÁN";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Noche";440210,04;4478686,7
"16237";"PUENTE DE VALLECAS";"Solo salida de la vía";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";444504,17;4470379,33
"16238";"PUENTE DE VALLECAS";"Solo salida de la vía";"Despejado";"Turismo";"Pasajero";"De 15 a 17 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada";444504,17;4470379,33
"16239";"PUENTE DE VALLECAS";"Solo salida de la vía";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada";444504,17;4470379,33
"16240";"PUENTE DE VALLECAS";"Solo salida de la vía";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada";444504,17;4470379,33
"16241";"PUENTE DE VALLECAS";"Solo salida de la vía";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada";444504,17;4470379,33
"16242";"TETUÁN";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Mañana";441367,87;4478989,22
"16243";"RETIRO";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Mañana";442504,05;4472695,25
"16244";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442504,05;4472695,25
"16247";"PUENTE DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442835,39;4471532,07
"16248";"PUENTE DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Pasajero";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442835,39;4471532,07
"16249";"PUENTE DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";442835,39;4471532,07
"16258";"CARABANCHEL";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";436455,43;4469943,61
"16259";"CARABANCHEL";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";436455,43;4469943,61
"16260";"CARABANCHEL";"Alcance";"Despejado";"Furgoneta";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Mañana";436455,43;4469943,61
"16265";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";441513,38;4471430,08
"16266";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";441513,38;4471430,08
"16270";"CHAMARTÍN";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";441901,38;4479815,28
"16271";"CHAMARTÍN";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";441901,38;4479815,28
"16272";"FUENCARRAL-EL PARDO";"Atropello a animal";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";439590,55;4481150,08
"16273";"ARGANZUELA";"Atropello a persona";"Despejado";"Bicicleta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";440958,08;4472947,33
"16274";"ARGANZUELA";"Atropello a persona";"Despejado";"Bicicleta";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Mañana";440958,08;4472947,33
"16275";"FUENCARRAL-EL PARDO";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Mañana";441904,15;4482411,1
"16278";"SAN BLAS-CANILLEJAS";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Tarde";446398,52;4476062,37
"16279";"FUENCARRAL-EL PARDO";"Colisión frontal";"Despejado";"Bicicleta";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana";441487,31;4483432,68
"16280";"FUENCARRAL-EL PARDO";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana";441487,31;4483432,68
"16291";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";436884,85;4469277,96
"16292";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";436884,85;4469277,96
"16296";"CHAMARTÍN";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Tarde";442292,64;4476917,24
"16297";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";442292,64;4476917,24
"16298";"MONCLOA-ARAVACA";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche";438863,35;4480291,68
"16299";"MORATALAZ";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";444288,36;4473008,22
"16300";"MORATALAZ";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";444288,36;4473008,22
"16301";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"1";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444288,36;4473008,22
"16304";"CHAMBERÍ";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";439620,96;4475898,11
"16305";"CHAMBERÍ";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";439620,96;4475898,11
"16306";"CHAMBERÍ";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";439620,96;4475898,11
"16307";"CHAMBERÍ";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";439620,96;4475898,11
"16314";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";442316,22;4475121,2
"16315";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";442316,22;4475121,2
"16316";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";442316,22;4475121,2
"16317";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";440221,47;4478927,21
"16318";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Pasajero";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde";440221,47;4478927,21
"16320";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";440221,47;4478927,21
"16321";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";440221,47;4478927,21
"16326";"CHAMBERÍ";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";441179,41;4476063,75
"16327";"CHAMBERÍ";"Caída";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";441179,41;4476063,75
"16328";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Conductor";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444606,05;4477589,01
"16329";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Tarde";444606,05;4477589,01
"16330";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444606,05;4477589,01
"16331";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444606,05;4477589,01
"16332";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Pasajero";"De 15 a 17 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444606,05;4477589,01
"16333";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444606,05;4477589,01
"16334";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444606,05;4477589,01
"16335";"CIUDAD LINEAL";"Alcance";"Nublado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde";444606,05;4477589,01
"16342";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";439503,86;4469312,07
"16343";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";439503,86;4469312,07
"16344";"VILLA DE VALLECAS";"Colisión frontal";"Despejado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde";450258,75;4465754,29
