"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia"
"16573";"CHAMARTÍN";"Choque contra obstáculo fijo";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"July";"Madrugada"
"16576";"ARGANZUELA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16577";"ARGANZUELA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Mañana"
"16579";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana"
"16580";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16581";"LATINA";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada"
"16582";"LATINA";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16583";"LATINA";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16584";"LATINA";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16585";"LATINA";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16586";"LATINA";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16587";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16588";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16593";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Furgoneta";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16594";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Furgoneta";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16596";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16597";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana"
"16598";"VILLAVERDE";"Choque contra obstáculo fijo";"Despejado";"Camión rígido";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16602";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Mañana"
"16603";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16606";"PUENTE DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16611";"MONCLOA-ARAVACA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Noche"
"16612";"SALAMANCA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde"
"16617";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde"
"16618";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16619";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"Más de 74 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16625";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Todo terreno";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16626";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde"
"16634";"MONCLOA-ARAVACA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Noche"
"16635";"MONCLOA-ARAVACA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16645";"CARABANCHEL";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16646";"CARABANCHEL";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche"
"16651";"CENTRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16652";"CENTRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16653";"TETUÁN";"Colisión frontal";"Despejado";"Bicicleta";"Conductor";"De 15 a 17 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche"
"16654";"TETUÁN";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16655";"MONCLOA-ARAVACA";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Noche"
"16657";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Madrugada"
"16663";"LATINA";"Atropello a persona";"Despejado";"Motocicleta > 125cc";"Peatón";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Madrugada"
"16667";"TETUÁN";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16668";"TETUÁN";"Caída";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Madrugada"
"16673";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16674";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16675";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Peatón";"De 60 a 64 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana"
"16677";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16678";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16679";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Conductor";"De 70 a 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16680";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Mañana"
"16681";"ARGANZUELA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16682";"RETIRO";"Atropello a persona";"Despejado";"Bicicleta";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16683";"RETIRO";"Atropello a persona";"Despejado";"Bicicleta";"Peatón";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Mañana"
"16684";"LATINA";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16685";"LATINA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16688";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"July";"Tarde"
"16689";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16695";"FUENCARRAL-EL PARDO";"Alcance";"Desconocido";"Tractocamión";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16697";"CHAMBERÍ";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"July";"Tarde"
"16698";"CHAMBERÍ";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16699";"CHAMBERÍ";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16703";"CARABANCHEL";"Choque contra obstáculo fijo";"Desconocido";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16706";"LATINA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16707";"LATINA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche"
"16715";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde"
"16716";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Tarde"
"16717";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche"
"16718";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16719";"CHAMBERÍ";"Caída";"Despejado";"VMU eléctrico";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16720";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16721";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16722";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16723";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16724";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"De 10 a 14 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Noche"
"16725";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16726";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16744";"LATINA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16745";"LATINA";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16746";"LATINA";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16747";"LATINA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Mañana"
"16748";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Tarde"
"16749";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16750";"CHAMARTÍN";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"July";"Mañana"
"16752";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Madrugada"
"16753";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16754";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16755";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16756";"LATINA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16757";"LATINA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche"
"16758";"VICÁLVARO";"Alcance";"Despejado";"Ciclo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"July";"Noche"
"16759";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16760";"ARGANZUELA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche"
"16764";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16765";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16766";"RETIRO";"Alcance";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Noche"
"16767";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16768";"RETIRO";"Alcance";"Despejado";"Turismo";"Pasajero";"Más de 74 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16771";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16772";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16779";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"July";"Noche"
"16780";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Noche"
"16781";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16782";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16783";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16787";"BARAJAS";"Colisión múltiple";"Despejado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"July";"Tarde"
"16788";"BARAJAS";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
"16789";"BARAJAS";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"July";"Tarde"
